song_id,artist,title,period,genre,gold_theme,llm_theme,gold_emotion,llm_emotion,gold_values,llm_values
5fd867adba6f,Novi fosili,Sklopi oči,sfrj,pop,ljubav,ljubav,mešano,mešano,"odanost, uteha, ponos, uslovljena privrženost","posvećenost, uslovna vernost, prijetnja napuštanja"
285fcd001bc8,Tereza Kesovija,Ti si moj grijeh,sfrj,pop,ljubav,ljubav,pozitivno,pozitivno,"strast, predanost, očaranost, žudnja","apsolutna predanost, duhovnost ljubavi, sjedinjenje sa dragom osobom"
ab53480cd415,Arsen Dedić,Majko moja,sfrj,pop,ljubav,ljubav,pozitivno,pozitivno,"nežnost, zaštitništvo, očaranost, predanost","nežnost, zaštita, posvećenost"
08219dd4651a,Oliver Dragojević,Ča je život vengo fantazija,sfrj,pop,ljubav,ljubav,mešano,mešano,"skromnost, prkos nemaštini, prolaznost, bezuslovna ljubav","ljubav kao katarza, sudbina, prihvatanje tuge, beskrajnost vremena"
cf70f8330ce3,Zdravko Čolić,Osvojio bi’ sve,sfrj,pop,ostalo,hedonizam/provod,pozitivno,pozitivno,"hedonizam, strast, sloboda, uživanje u životu","osvajanje, uživanje u ženskoj lepoti, bezbrižnost"
a49d19e51cc4,Plavi orkestar,Djevojka iz snova,sfrj,pop,ljubav,ljubav,pozitivno,pozitivno,"strast, uživanje u trenutku, nestalnost, hedonizam","strast, hedonizam, neodoljiva privlačnost"
1c522f9febb6,Oliver Dragojević,Gore si ti,sfrj,pop,ljubav,raskid/tuga,negativno,negativno,"očaj, nenadoknadiv gubitak, večna odanost, čežnja za smrtnim spajanjem","žal za preminulom osobom, spiritualnost, večna ljubav"
b67cb3e998b0,Oliver Dragojević,Nisam te zaslužio,sfrj,pop,ljubav,raskid/tuga,negativno,negativno,"kajanje, mirenje sa krivicom, razočaranje u sebe, gubitak","kajanje, samoprigor, beznadežnost, gubitak ljubavi"
4da5ef081d5e,Josipa Lisac,Bila sam žena,sfrj,pop,ljubav,ljubav,mešano,mešano,"izneverena strast, tuga zbog gubitka, buđenje ženstvenosti, razočaranje","intenzivna strast, boljenje nakon raskida, budenje ženskog identiteta"
077b072f8f9b,Oliver Dragojević,Kreni,sfrj,pop,ljubav,raskid/tuga,negativno,negativno,"ponos, gorčina, rezignacija, raskid","poricanje bola, ponos, samozavaralactvo"
34e9583c7969,Crvena jabuka,Lud za tobom,sfrj,pop,ljubav,ljubav,mešano,negativno,"oslobađanje, raskid sa prošlošću, samopoštovanje, ozdravljenje","samoporicanje, opsjednutost, pretrpljenje za ljubav"
cd63641a5618,Zdravko Čolić,Kristina,sfrj,pop,ljubav,ljubav,pozitivno,pozitivno,"nostalgija, toplina, romantičnost, gostoprimstvo","nostalgija, toplina ljudskog kontakta, romanticizam"
466eed6ed0d9,Tereza Kesovija,Sinoć kad sklopih oči,sfrj,pop,identitet/domovina,prijateljstvo/porodica,mešano,negativno,"čežnja za zavičajem, prijateljstvo, pripadnost, uspomene","nostalgija, čežnja za prijateljima, tuга rastanstva"
04e0f0fbabe6,Josipa Lisac,Omer-beže,sfrj,pop,raskid/tuga,ljubav,mešano,mešano,"ponos, prkos, dostojanstvo, pomirenost sa sudbinom","izdaja, bol od nevere, prihvatanje sudbine"
4470733f332a,Zdravko Čolić,Negdje na dnu srca,sfrj,pop,raskid/tuga,raskid/tuga,negativno,negativno,"neprebolna ljubav, nostalgičnost, mirenje sa sudbinom, pretvaranje","nostalalgija, nemoć pred osjećanjima, pomirenje sa gubitkom"
be12542cdaf1,Oliver Dragojević,Ja te ljubim,sfrj,pop,ljubav,ljubav,pozitivno,pozitivno,"strast, intimnost, predanost, očaranost","duboka intimnost, posvećenost partneru, romantična idealizacija"
e3bc46a3d732,Oliver Dragojević,Malinkonija,sfrj,pop,ostalo,raskid/tuga,mešano,negativno,"pomirenost sa sudbinom, prolaznost života, odanost muzici, zajedništvo u tuzi","nostalalgija, prolaznost mladosti, melanholija, samoća"
af1089894414,Crvena jabuka,Ljeta koja dolaze,sfrj,pop,raskid/tuga,ljubav,mešano,mešano,"nada, nostalgija, čežnja, očekivanje boljih dana","nostalgija, nada usred bola, čeznja"
457821a589c0,Josipa Lisac,Intima,sfrj,pop,ljubav,ljubav,pozitivno,pozitivno,"beg od svakodnevice, mir, bliskost, sloboda","bekstvo od surovosti civilizacije, intimnost, zajedništvo sa voljenom osobom"
25fbd03b1a8c,Aerodrom,Obična ljubavna pjesma,sfrj,pop,ljubav,ljubav,pozitivno,mešano,"jednostavnost, iskrenost, zajedništvo, skromnost","iskrenost, vernost, jednostavnost, čežnja za boljim svetom"
30af36fac1b4,Zdravko Čolić,Ajde idi,sfrj,pop,hedonizam/provod,ljubav,mešano,mešano,"strast, prolaznost, razočaranje, opijajuća igra","ljubav kao privremena iluzija, opasnost od zavisnosti, fizička privlačnost"
69335a1dfe68,Zdravko Čolić,Vrijeme,sfrj,pop,raskid/tuga,raskid/tuga,negativno,negativno,"prolaznost, predaja, tuga, mirenje sa sudbinom","neizbežnost sudbine, melanholia, napuštenost"
797476837aeb,Arsen Dedić,Ne plači,sfrj,pop,raskid/tuga,raskid/tuga,mešano,mešano,"rezignacija, nesreća u ljubavi, uteha, zrelost u rastanku","pomirenje sa sudbinom, samodostojanstvo, beg od vezanosti"
3b14740342c8,Novi fosili,Noćas umiru stare ljubavi,sfrj,pop,raskid/tuga,ljubav,negativno,negativno,"bol, kraj ljubavi, nemoć, slomljeno srce","bol rastajanja, posljednja molba za ostankom, nada u ljubavi"
2691b4d43a9c,Zdravko Čolić,Hej suzo,sfrj,pop,raskid/tuga,raskid/tuga,negativno,negativno,"neisplakana tuga, nemoć, preboljevanje","žal za izgubljenom ljubavlju, patnja od odvajanja, beznadežnost"
da578257b895,Novi fosili,Šu šu,sfrj,pop,raskid/tuga,ljubav,negativno,mešano,"tračevi, pritisak okoline, gradska šaputanja","prihvatanje laži, nemogućnost da se otkine, manipulacija u odnosu"
8a417b6278dc,Oliver Dragojević,Teško te zaboravljam,sfrj,pop,raskid/tuga,raskid/tuga,negativno,negativno,"potisnuta sećanja, neprežaljenost, trajna zarobljenost","bol od odvajanja, zaštita vlastitog srca, nemogućnost zaboravljanja"
55c554a0d197,Crvena jabuka,Anđeli,sfrj,pop,ljubav,identitet/domovina,pozitivno,mešano,"kosmičko utočište, anđeoska zaštita, unutrašnji mir","spiritualnost, zaštita viših sila, pomirenje sa sopstvenim greškama"
c8f99fb8e6cf,Josipa Lisac,O jednoj mladosti,sfrj,pop,ostalo,identitet/domovina,mešano,negativno,"prolaznost vremena, traganje za smislom, tuga za mladošću","razočaranje, gubitak iluzija, traženje smisla"
15ff9963227b,Oliver Dragojević,Štorija,sfrj,pop,ostalo,identitet/domovina,neutralno,pozitivno,"životni mozaik, prihvaćanje sudbine, obične priče","ponos na domovinu, poštovanje tradicije, ljubav prema Dalmaciji"
ce826de582c4,Zdravko Čolić,Ti si bila uvijek bila,sfrj,pop,ljubav,raskid/tuga,pozitivno,negativno,"večna konstanta, stena oslonca, nepokolebljivost","kajanje, pokajanje, bezuslovna ljubav, nada uprkos boli"
a1cf58fe468c,Novi fosili,Dunjo mirisna,sfrj,pop,ljubav,prijateljstvo/porodica,pozitivno,pozitivno,"mirisi uspomena, toplina doma, nostalgija","nostalalgija, privrženost tradiciji, bezuslovna ljubav prema majci"
ceb0204d153a,Crvena jabuka,Na dlanu mi piše,sfrj,pop,ostalo,ljubav,mešano,negativno,"zapisana sudbina, predodređenost, nemogućnost bekstva","melanholija, strepnja, traženje utehe i blizine"
540a9846d8b5,Crvena jabuka,Svijet je lopta šarena,sfrj,pop,politika/društvo,ostalo,neutralno,negativno,"šarenilo sveta, površnost, traženje autentičnosti","existencijalna tuga, izgubljeno detinjstvo, propuštene šanse, traganje za smislom"
342810091afa,Oliver Dragojević,Vrime je,sfrj,pop,ljubav,raskid/tuga,pozitivno,negativno,"sazrevanje, emotivna predaja, pravi trenutak","prihvatanje sudbine, žal za izgubljenom ljubavlju, samo u snovima"
bbaab0e849f4,Oliver Dragojević,Bez tebe,sfrj,pop,raskid/tuga,ljubav,negativno,mešano,"praznina, beznađe, gubitak smisla","zahvalnost, bezuslovna podrška, zavisnost od voljene osobe"
f40c0257a9c4,Novi fosili,Vrijeme,sfrj,pop,ljubav,ljubav,pozitivno,pozitivno,večna ljubav,"ljubav kao večna sila, ljubav kao spas, prevazilaženje vremena"
6508caca1f70,Arsen Dedić,Moja ljubav ima,sfrj,pop,ljubav,ljubav,pozitivno,pozitivno,"skromnost, nematerijalna lepota, unutrašnja vrednost","idealizacija ljubavnice, romantična preданост, vječna nada"
174480937759,Plavi orkestar,Mladene,sfrj,pop,prijateljstvo/porodica,hedonizam/provod,mešano,pozitivno,"gubitak nevinosti, odrastanje, sudar sa realnošću","samopouzdanje, flertovanje, zabava, popularnost"
c391346130af,Crvena jabuka,Sve što imaš ti,sfrj,pop,ljubav,ljubav,mešano,mešano,"unutrašnje ogledalo, međusobno dopunjavanje, prepoznavanje","čežnja, posvećenost, strah od gubitka"
22966a7e92e7,Zdravko Čolić,Pamti me po dobru,sfrj,pop,raskid/tuga,raskid/tuga,neutralno,negativno,"zreo rastanak, lepi tragovi, oproštaj","samopouzdanje u samoprijekoru, altruizam, samodostojnost kroz odricanje"
eb22d28ddf79,Crvena jabuka,Stižu me sjećanja,sfrj,pop,raskid/tuga,raskid/tuga,negativno,negativno,"noćni nemiri, iznenadne uspomene, samoća","nostalalgija, melanholija, prihvatanje sudbine, melancholični refleks na prošlost"
3534de119ae7,Zdravko Čolić,Daj mi to,sfrj,pop,hedonizam/provod,ljubav,pozitivno,negativno,"životna energija, trenutna strast, zanos","odbijanje nesrazmerne ljubavi, samodostojnost, granice"
4af6db089a58,Oliver Dragojević,Manuela,sfrj,pop,ljubav,ljubav,mešano,mešano,"seta za prošlošću, prolazna lepota, sećanje","strasna požuda, bittersweet čežnja, melanholična nežnost"
c874293f55e6,Zdravko Čolić,Čarape crne,sfrj,pop,hedonizam/provod,ljubav,mešano,pozitivno,"tajanstvenost, zavodljiva opasnost, noćna strast","želja, čulnost, muška fascinacija"
d8661e3ceebb,Arsen Dedić,Ti me činiš boljim,sfrj,pop,ljubav,ljubav,pozitivno,pozitivno,"oplemenjujuća ljubav, lični rast, unutrašnja snaga","ljubav kao spasenje, pronalaženje smisla kroz drugu osobu, razrešenje nesigurnosti"
93cde341f48b,Tereza Kesovija,Prijatelji stari gdje ste,sfrj,pop,prijateljstvo/porodica,prijateljstvo/porodica,pozitivno,negativno,"stara prijateljstva, povratak korenima, nostalgija","nostalgija, izgubljeno vreme mladosti, tuga zbog rastanka"
ad894180ff6a,Novi fosili,Bilo mi je prvi put,sfrj,pop,ljubav,ljubav,mešano,negativno,"prvo iskustvo, neizbrisiv trag, emotivno buđenje","nostalgija, izgubljena nevinost, tuga za prošlošću"
b5bd307c2fe6,Crvena jabuka,Noći su hladne,sfrj,pop,raskid/tuga,ljubav,negativno,negativno,"emotivna hladnoća, odsustvo bliskosti, praznina","nostalgija, daljina i odvojenost, tuga od odvajanja"
fd8ab92aa257,Galija,Noć,sfrj,rok,raskid/tuga,raskid/tuga,negativno,negativno,gubitak nade,"očaj, neizvesnost, gubitak nade"
f67a5d90ecd9,Prljavo kazalište,"Laku noć, tebi, Zagrebe",sfrj,rok,raskid/tuga,identitet/domovina,negativno,negativno,"opraštanje od grada, odlazak, emotivno pražnjenje","ponos periferije, kritika društvene hijerarhije, resentiman prema eliti"
9294ba8da159,Divlje jagode,Želim da te imam,sfrj,rok,ljubav,ljubav,pozitivno,negativno,"ogoljena čežnja, telesna strast, iskrenost","neispunjena želja, jalov san, razočarenje"
a9945ecec623,Prljavo kazalište,Skočit ću,sfrj,rok,ostalo,raskid/tuga,mešano,negativno,"impulsivni očaj, pritisak bezizlaza, krik","sumnja, izdaja, bolna iskupljenja, beznadežnost"
e0df5af2939e,Bijelo dugme,Blues za moju bivšu dragu,sfrj,rok,raskid/tuga,raskid/tuga,negativno,negativno,"melanholija, alkoholna uteha, tuga u pesmi","usamljenost, nostalgija, prazna egzistencija, nemogućnost povratka"
cca0ed853d8d,Prljavo kazalište,Ako odlučiš,sfrj,rok,raskid/tuga,raskid/tuga,mešano,negativno,"potpuna emotivna zavisnost, slomljeno srce, prihvatanje","bol rastanka, nemoć, međusobna zavisnost"
92b16184b821,Zabranjeno pušenje,Halid umjesto Halida,sfrj,rok,politika/društvo,identitet/domovina,mešano,negativno,"nesavršene zamene, tužna uteha, lažni original","prolaznost slave, gubitak identiteta, degradacija, sudbina"
6bdb98d49a02,Parni valjak,Povratak ratnika,sfrj,rok,politika/društvo,ljubav,mešano,mešano,"unutrašnji ožiljci, neshvaćenost, težina svakodnevice","isceljenje kroz ljubav, trauma rata, pronalaženje utehe"
fe186e7a4291,Parni valjak,Autoput,sfrj,rok,politika/društvo,identitet/domovina,neutralno,negativno,"beg od monotonije, sloboda kretanja, otvoreni put","otpor sudbini, unutrašnja sloboda, odbacivanje društvenih normi"
88c4dab446fb,Prljavo kazalište,"Zbogom dame, zbogom prijatelji",sfrj,rok,prijateljstvo/porodica,identitet/domovina,mešano,negativno,"kraj mladosti, odrastanje, rastanak","nostalgija, tuga za domovinom, žrtva i patnja"
67a304d9fd7b,YU Grupa,Dunave,sfrj,rok,identitet/domovina,identitet/domovina,mešano,negativno,"vekovna tuga, večni koreni","usamljenost, refleksija nad sudbinom, povezanost sa prirodom"
1443f9ceb4cb,Galija,Pravoslavlje,sfrj,rok,religija,religija,pozitivno,mešano,"duhovni koreni, vera, unutrašnji mir","vera i spiritualnost, nacionalni identitet, patnja i spasenje"
5a63e05e18e2,Bijelo dugme,Hej Slaveni,sfrj,rok,identitet/domovina,identitet/domovina,pozitivno,pozitivno,"kolektivni prkos, narodni ponos, zajednički duh","nacionalni ponos, otpornost, vernost domovini, kontinuitet tradicije"
7118d990fada,Zabranjeno pušenje,Modni guru,sfrj,rok,politika/društvo,identitet/domovina,mešano,mešano,"lažni elitizam, prodavanje magle","satiričnost društvenih норми, buntovništvo protiv konvencije, LGBTQ+ identitet"
da5a45a4a6a9,Prljavo kazalište,Bježi ptico od mene,sfrj,rok,ostalo,raskid/tuga,negativno,negativno,"svest o padu, upozorenje, distanciranje","samoprerequisites, žrtva, bolna odvojenost"
6b0523e4f221,Bombaj štampa,Bolje letim sam,sfrj,rok,raskid/tuga,raskid/tuga,mešano,negativno,sloboda izbora,"samopouzdanje, oslobađanje od težine veze, samootkrivanje"
7aa65728e228,Leb i sol,Nosim tvoj žig,sfrj,rok,raskid/tuga,ljubav,negativno,negativno,"trajni ožiljak, obeleženost, teška prošlost","bol od neispunjene ljubavi, trajni trag bola, nedostižnost"
173ff15280b8,Divlje jagode,Bubi,sfrj,rok,prijateljstvo/porodica,ljubav,mešano,pozitivno,"mladalačka nevinost, sećanja, nostalgija","samopouzdanje, flertovanje, privlačnost"
9eb9e010cfc4,Leb i sol,Femme fatale,sfrj,rok,hedonizam/provod,ljubav,mešano,mešano,"kobna opčinjenost, opasna mreža, strast","romantična fascinacija, osvajanje, samoizguba pred ženom"
0c719893bdc4,Divlje jagode,Ciganka,sfrj,rok,hedonizam/provod,identitet/domovina,mešano,negativno,"slobodan duh, nomadski život, van pravila","nomadizam, sudbina, tragičnost postojanja, kulturni identitet"
6b4c100f197a,Zabranjeno pušenje,Radost prvog žita,sfrj,rok,politika/društvo,politika/društvo,mešano,pozitivno,"pošten rad, zemaljski plodovi, jednostavna radost","narodna mudrost, agrarna tradicija, skromnost, društvena pravda"
3fd614951ba1,Zabranjeno pušenje,Javi mi,sfrj,rok,prijateljstvo/porodica,ljubav,mešano,negativno,"veza sa zavičajem, sačuvano prijateljstvo, daljina","bezuslovna lojalnost, podrška u teškoćama, samoporicanje"
10626f0ee730,Prljavo kazalište,Vrijeme (sporo prolazi),sfrj,rok,ostalo,raskid/tuga,mešano,negativno,"agonija čekanja, usporenost vremena, nemir","pokajanje, samodisciplina, duhovni oporavak"
8b5d45baa460,YU Grupa,Reka,sfrj,rok,raskid/tuga,raskid/tuga,mešano,negativno,propadanje uspomena,"nostalgija, čuvanje tajne, gubitak i melanholija"
95d86b55fbc8,Prljavo kazalište,Sretan Božić,sfrj,rok,religija,politika/društvo,mešano,negativno,"prirodni tokovi, nezaustavljiva prolaznost, zaborav","kritika društvene nejednakosti, ljudska solidarnost, poricanje vlastite boli zbog većeg dobra"
92ed75aac9de,Parni valjak,Mir na jastuku,sfrj,rok,ljubav,ljubav,pozitivno,pozitivno,"spokojstvo, emotivno utočište, bliskost","predanost, isceljenje kroz ljubav, spasenje"
63e37847c4fd,YU Grupa,Kosovski božuri,sfrj,rok,identitet/domovina,identitet/domovina,pozitivno,negativno,"istorijsko sećanje, tradicija, narodni ponos","nacionalna memorija, čuvanje istorijskog nasleđa, patriotizam"
32c59897781d,Parni valjak,Prokleta nedjelja,sfrj,rok,raskid/tuga,ljubav,negativno,mešano,"vikend samoća, udarac tuge, praznina","čeznja, nada u ljubavi, intima kao utešnost"
802e91c88fe9,Bombaj štampa,Ona je moj R’n’R,sfrj,rok,ljubav,ljubav,mešano,mešano,"unutrašnji rokenrol, jedina svetla tačka","neodoljiva privlačnost, sukob razuma i srca, beskompromisna ljubav"
317efec1508f,Bijelo dugme,A koliko si ih imala do sad,sfrj,rok,ljubav,ljubav,neutralno,mešano,"muška ljubomora, sumnja, opterećenost prošlošću","nelagoda sa prošlošću partnera, neće znati, ljubomora prikrivena ravnodušnošću"
892d681b6289,Leb i sol,Sumorno proleće,sfrj,rok,ostalo,ljubav,mešano,mešano,"unutrašnje sivilo, duševni nesklad, melanholija","otpornost ljubavi pred antagonizmom, izolacija, upornost"
bf2826b6943a,Bijelo dugme,Oprosti mi što te volim,sfrj,rok,raskid/tuga,raskid/tuga,negativno,negativno,"krivica zbog emocija, preplavljivanje, neuzvraćenost","bezuslovna ljubav, duhovni slom, krivica i pokajanje"
53041eb32d22,Divlje jagode,Davno ljeto ’89,sfrj,rok,prijateljstvo/porodica,raskid/tuga,mešano,negativno,"oslednja bezbrižnost, predratna nostalgija, uspomene","nostalgija, neraspaljiva ljubav, tuga za prošlošću"
8a8761684117,Bijelo dugme,A i ti me iznevjeri,sfrj,rok,raskid/tuga,raskid/tuga,negativno,negativno,"izdano poverenje, pali oslonac, razočaranje","izgubljena ljubav, napuštanje, besmisao existence"
7f2f464bdc4f,YU Grupa,Duša peva,sfrj,rok,raskid/tuga,raskid/tuga,mešano,negativno,nadanje,"melanholija, izgubljeni identitet, nada kroz pesmu"
5ecd2e71a0f7,Zabranjeno pušenje,Pamtim to kao da je bilo danas,sfrj,rok,prijateljstvo/porodica,identitet/domovina,mešano,negativno,"životne prekretnice, ulično sazrevanje, lekcije","nostalgija, izgubljena mladost, opomena pred samoćom, tragika izbora"
6bd5fd93895c,Bijelo dugme,"Bekrija si, cijelo selo viče, e pa jesam šta se koga tiče",sfrj,rok,hedonizam/provod,hedonizam/provod,mešano,pozitivno,"sopstveni put, autentičnost","buntovništvo, amoralnost, dostojanstvena ravnodušnost prema osudi"
089e80362e1f,Prljavo kazalište,Smeđi šećeru,sfrj,rok,hedonizam/provod,hedonizam/provod,mešano,pozitivno,"ponos na partnerku, privlačenje pažnje, strast","samopouzdanje, provokacija, želja za pažnjom i zavišću"
e9d70579d094,Nedeljko Bajić Baja,Svadba će da bude (with Anica Milenković),tranzicija,narodna_narodnjacka,hedonizam/provod,ljubav,mešano,pozitivno,"svadbeno veselje, ugovorena ljubav, narodni zanos","verna ljubav, predanost, jedinstvo, porodična podrška"
77f04d7bfc50,Nedeljko Bajić Baja,Oficir s ružom,tranzicija,narodna_narodnjacka,ljubav,identitet/domovina,mešano,negativno,"džentlmensko udvaranje, spoj čvrstine i nežnosti","otpor/buntovništvo, dostojanstvo, nepreklonost pred nepravdom"
327cf10a1b79,Nedeljko Bajić Baja,Doći ću ti na venčanje,tranzicija,narodna_narodnjacka,raskid/tuga,raskid/tuga,negativno,negativno,"vrhunac bola, gledanje tuđe sreće, poraz","neizdržana ljubav, neprihvatanje gubitka, ljubomora"
3616612e10ff,Nedeljko Bajić Baja,Rame za plakanje,tranzicija,narodna_narodnjacka,raskid/tuga,raskid/tuga,negativno,negativno,"uloga večite utehe, sporedni igrač, patnja","dostojanstvo, prekid tolerancije, gorka svest o prošlosti"
72cadf3526c1,Nedeljko Bajić Baja,"Crna kosa, oči plave",tranzicija,narodna_narodnjacka,hedonizam/provod,ljubav,mešano,mešano,"opčinjenost izgledom, gubljenje razuma, lepotica","intenzivna strast, prihvatanje sudbine, iskrenost"
cef528fce02a,Nedeljko Bajić Baja,Mini suknja,tranzicija,narodna_narodnjacka,hedonizam/provod,ljubav,neutralno,pozitivno,"letnja provokacija, vizuelni flert, skretanje pažnje","samopouzdanje, seksualna privlačnost, posesivnost"
81a892cc90d6,Nedeljko Bajić Baja,Oslobodi me,tranzicija,narodna_narodnjacka,raskid/tuga,ljubav,negativno,negativno,"raskidanje okova, prekid kontrole, traženje slobode","žrtva ljubavi, samoodricanje, bezuslovna ljubav"
73f945326d8e,Nedeljko Bajić Baja,Svetski čovek,tranzicija,narodna_narodnjacka,hedonizam/provod,identitet/domovina,pozitivno,pozitivno,"životni šarm, dobrota, drugarstvo","putovanje, univerzalnost, muzika kao povezivač ljudi"
e721c24e0719,Nedeljko Bajić Baja,Leptir,tranzicija,narodna_narodnjacka,ljubav,raskid/tuga,pozitivno,negativno,"kratkotrajna lepota, emotivna nestalnost, lepršavost","nostalgija, nevratnost prošlosti, bol gubitka"
bf61d8e5e6a6,Dino Merlin,I dok predajem se tebi (duet Henda),tranzicija,pop,ljubav,ljubav,pozitivno,mešano,"potpuno poverenje, duševno spasenje, predavanje","prolaznost ljubavi, trenutna nežnost i budući bol"
3e4e9486f3cd,Ivana Banfić,Kad bi bila,tranzicija,pop,ljubav,ljubav,pozitivno,negativno,"zamena uloga, maštanje, novi ugao gledanja","opsesija, ljubomora, odbijanje"
2a8e844b36ca,Van Gogh,Demagogija,tranzicija,pop,politika/društvo,politika/društvo,neutralno,negativno,"bunt protiv manipulacije, prepoznavanje laži, otpor","kritika demagogije, korupcije i cinizma, svesnost o moralno-društvenom padu"
a96a789c67a5,Colonia,Ale ale,tranzicija,pop,hedonizam/provod,identitet/domovina,mešano,pozitivno,"kolektivna ekstaza, plesni zanos, zaboravljanje muka","nacionalni ponos, bratstvo, pripadnost zajednici"
d6303574cf80,Ivana Banfić,Oslobodi me,tranzicija,pop,raskid/tuga,raskid/tuga,negativno,negativno,"prekid toksičnosti, odbrana dostojanstva, lični mir","oslobađanje od manipulacije, nejednakog odnosa, žrtva nezrelosti"
dff3a1f8552e,Dino Merlin,Pogledaj sa prozora,tranzicija,pop,ljubav,raskid/tuga,pozitivno,negativno,"strpljiva čežnja, vera u susret, savladavanje daljine","nostalgija, neprežaljeni gubitak, nemogućnost pomirenja"
e0972cdfba55,Dino Merlin,Ćuskije,tranzicija,pop,hedonizam/provod,ljubav,mešano,negativno,"boemsko opuštanje, dobro društvo, zaboravljanje briga","čežnja, nostalgia, nemogućnost zaboravljanja"
86dc79afd25f,Dino Merlin,Božić je,tranzicija,pop,religija,raskid/tuga,pozitivno,negativno,"praznično praštanje, unutrašnji mir, milosrđe","gubitak, sudbina, osamljenost, nostalgija"
d63e5aa70488,Ivana Banfić,"Kad ti kažem, mali",tranzicija,pop,hedonizam/provod,ljubav,pozitivno,negativno,živi u trenutku,"bol od neuzvrćene ljubavi, razočaranje, putovanje kao bekstvo"
50fcbe1eb3b4,Colonia,Dvoje,tranzicija,pop,ljubav,ljubav,pozitivno,pozitivno,"neraskidivo jedinstvo, sopstveni svet, sklad","bezuslovna posvećenost, zaštita voljene osobe, jačina ljubavi"
c7f287cd04c3,Dino Merlin,Ostat će istine dvije (kao nikada prije),tranzicija,pop,raskid/tuga,ljubav,mešano,negativno,"subjektivnost raspada, dve strane priče, nerazumevanje","bol od neispunjene ljubavi, nedostatak razumevanja, tuga"
7957a76572c4,Dino Merlin,Zaspao je mjesec,tranzicija,pop,ljubav,ljubav,pozitivno,pozitivno,"tiha intimnost, noćni spokoj, duboka posvećenost","romantična nežnost, zaštita voljene osobe, posvećenost"
cefa8f7e9160,Dino Merlin,Uspavanka za Gorana B.,tranzicija,pop,prijateljstvo/porodica,raskid/tuga,mešano,negativno,"prijateljska podrška, saosećanje, slanje mira","nada u oporavak, molba za zaštitom, nostalgija"
a0f992db3347,Colonia,Fjaka,tranzicija,pop,identitet/domovina,hedonizam/provod,pozitivno,negativno,"mediteranski reset, usporenost, život bez stresa","apatija, letargija, bekstvo od problema kroz alkohol"
a979d4bb3213,Colonia,Njeno ime ne zovi u snu,tranzicija,pop,raskid/tuga,raskid/tuga,mešano,negativno,"senke prošlosti, ljubomora, nerasčišćeni računi","bol gubitka, samosvest o nepovratnosti, žrtva ljubavi"
81aa7b41b430,Dino Merlin,Baska ti,tranzicija,pop,ljubav,raskid/tuga,mešano,negativno,"posebno mesto u srcu, jedinstvenost, autentičnost","prihvatanje prolaznosti, žal za izgubljenim, nemoć pred vremenom"
60a42239786c,Colonia,Nek’ vatre gore sve,tranzicija,pop,ljubav,ljubav,pozitivno,pozitivno,"eksplozivna strast, borba protiv monotonije, energija","strast, intimnost, želja za povezanošću"
5e47e6e8a627,Colonia,Suvenir,tranzicija,pop,raskid/tuga,raskid/tuga,mešano,negativno,"materijalizovano sećanje, prihvatanje","dostojanstvo, nezavisnost, odbacivanje manipulacije"
322906e49a02,Ivana Banfić,Ni za živu glavu ne bi,tranzicija,pop,raskid/tuga,raskid/tuga,negativno,negativno,"odlučna tačka, neopraštanje grešaka, ponos","samozaštita, lekcija iz bola, odlučnost da se prekinе veza"
3343547f0ce7,Colonia,Oduzimaš mi dah,tranzicija,pop,hedonizam/provod,ljubav,mešano,pozitivno,"jake fizičke privlačnosti, gubljenje kontrole, opčinjenost","duboka privrženost, večna ljubav, intenzivna čežnja"
a7a550bd7179,Colonia,Dio nje,tranzicija,pop,ljubav,raskid/tuga,pozitivno,negativno,"pronalaženje sebe, prostranstvo emocija, celovitost","neuzajamljena ljubav, bolna spoznaja, besmislenost nada"
1d7fdd2bd934,Dragana Mirković,Bolna sam ti,tranzicija,turbo_folk,raskid/tuga,raskid/tuga,negativno,negativno,"fizička malaksalost, duševna patnja, razdvojenost","duboka bol, beznadežnost, nerekvitovana ljubav"
c1c159180ba7,Indira Radić,Ne boli to,tranzicija,turbo_folk,raskid/tuga,raskid/tuga,negativno,negativno,"lažni prkos, prikrivanje tuge, maska za javnost","blagajući odlazak, odbijanje manipulacije, dostojanstvo"
ecc37d3af84d,Dragana Mirković,Fobija,tranzicija,turbo_folk,raskid/tuga,raskid/tuga,negativno,negativno,"strah od vezivanja, traume iz prošlosti, emotivni blok","bol od raskida, strah od bliskih odnosa, samozaštita kroz laži"
c8a8d4e19d75,Indira Radić,Sve je gore sa tobom,tranzicija,turbo_folk,raskid/tuga,raskid/tuga,mešano,negativno,"toksična spirala, propadanje, destruktivan odnos","žal za izgubljenim vremenom, prihvatanje realnosti, pomirenje sa sudbinom"
5708733c1f3a,Dragana Mirković,Niko nikog ne voli,tranzicija,turbo_folk,raskid/tuga,raskid/tuga,negativno,negativno,"generalizacija razočaranja, otuđenost, hladnoća","patnja od ljubavi, prokletstvo, beznadežnost"
db909c3e3180,Indira Radić,Suze moje,tranzicija,turbo_folk,raskid/tuga,ljubav,negativno,negativno,"jedini svedok bola, nagomilani teret, izlaz","nerekvitovana ljubav, patnja, tajnost osjećanja"
